,작성일,작성자,내용
2292,2020-06-12,woodstock1000,청년 정책을 다룰 인간이 그렇게 없어서 신보라 같은 얼치기를 모시나 봅니다. 정세균이 미통당으로부터 청탁을 받은 모양인데 정말 한심스럽습니다. 노무현때부터 시작된 극우와의 통큰 대연정 의 틀을 짠 문재인 답습니다. 저런 씹쌔들에게 기껏 촛불 들어 죽쒀 내준게 정말 통탄스럽습니다.
2293,2020-06-12,ficakrgmailcom1,야당 인사 신보라 문정부 청년정책 총괄..총리실 산하 청년정책위 합류 예정 정부위원회의 이런 위원 구성과 운영 개선 의지는 긍정적 방향이다. 특히 전 부처 공기업 등 바로 확산해야 한다. 총리실 주도로 추진되기를...총리실이 안이한 정부부처의 개혁본부 역할를. . . . 20200611185706262
2294,2020-06-12,HeadShotLovers,야당 인사 신보라 문정부 청년정책 총괄..총리실 산하 청년정책위 합류 예정 다음뉴스 . . . 20200611185706262
2291,2020-06-12,Humanitas555,0926 이게 뭡니까 청년정책으로 문재인 정부 폭정 막고 대통령 등에 칼 꽂을겁니까 비판한다 뭐라하지 마시고 비상식적인 인사에 대해 납득할만한 설명을 내시죠 총리님 . 2001 1271273023165747200 1
1,2020-06-13,Fkvkdpffk,36198438 1 신보라 청년정책조정위원히 합류반대 한다.....정세균 비상식적인 인간을 어떻게 합류시켜 당장 철회해라 신보라청년정책조정위합류반대 신보라청년정책조정위합류반대 신보라청년정책조정위합류반대 신보라청년정책조정위합류반대 신보라청년정책조정위합류반대
2286,2020-06-13,tweetererox,문재인 부패로 감옥 가기는 싫다 내각제 신보라 영입 차라리 나경원을 영입해 문재인 개판으로 가는구만 내각제결사반대 문쟤인탄핵하라 야당 인사 신보라 문정부 청년정책 총괄..총리실 산하 청년정책위 합류 예정 . . . 20200611185706262
2285,2020-06-13,tweetererox,문재인 박근혜의 화이트리스트 신보라 영입 그 결정적 이유 어차피 죽일 이재명의 기본소득과 청년정책 영구폐기하라 이니 나아가 내각제로 개헌 나의 부패 수사마라 이니 어제 실검 1위 달리던 신보라 과거 이재명 시장 한테 덤비다 혼나는 참교육 영상 . 5
2284,2020-06-13,jse11330088,놀랄일도 아니야 이젠 이런 정치인 신보라 파주갑 유령 당협 만들어놓고 문정부 청년정책위 합류 . . . 2020 06 12 2020061200121. 뉴데일리
2283,2020-06-13,tobeloveu,왜 문재인정부는 이제 청년정책은 포기하는 건가요
2282,2020-06-13,tobeloveu,왜 전에 이재명한테 무논리로 덤비다가 개털렸던 분..문재인 정부는 이제 청년정책 포기하는 건가요
2281,2020-06-13,adagio1618,이런 정치인 신보라 파주갑 유령 당협 만들어놓고 문정부 청년정책위 합류 더붉어통합당 신보라는 현재 파주갑 당협위원장이다. 그럼에도 신 전 의원은 통합당 파주갑 당원들에게 청년정책위 합류 사실을 함구했던 것으로 드러났다. . . . 2020 06 12 2020061200121.
2279,2020-06-13,csswook,총리실 산하 청년위원회 신보라 합류 민중당 청년들에 해가 되는 일 . . . 00001493793. 정부는 차라리 비정규직 노동조합 결성과 활동을 적극 보장하고 기업의 횡포를 저지하는 데 힘을 써라 청년정책은 지금도 차고 넘친다 민중당 진보정당
2278,2020-06-13,JungJaHyun,어의가 없다. 적페 키즈 데려다 뭘 하겠다고 신보라 미래통합당 전 최고위원의 국무총리실 청년정책조정위원 임명을 철회하라 정부의 청년 정책을 책임질..민간위원으로 결합 한다는 소식... 그의 20대 국회 활동을 면밀히 검토 하지 않은 국민정서에 반하는 결정 . 7770881
2287,2020-06-13,2Shp901,진짜 어이가 없다 신보라는 문재인 정부내내 정책비난과 막말을 한 왕싸가지라 총선에서 꼭 떨어뜨릴 쓰레기였는데 다행히 국민이 버려줬다.근데 국민 뜻에 반해 다시 사용한다고 그것도 청년정책에 인재가 그리도 없더냐 헐 정세균총리경질하라
2,2020-06-13,NzCjqjiRnfwkZxc,36198438 2000 신보라 청년정책조정위원히 합류반대 한다.....정세균 비상식적인 인간을 어떻게 합류시켜 당장 철회해라 신보라청년정책조정위합류반대 신보라청년정책조정위합류반대 신보라청년정책조정위합류반대 신보라청년정책조정위합류반대 신보라청년정책조정위합류반대
231,2020-06-13,tay_erini,청년정책은 여러 부처를 아우르는데다 개성과 다양성 좋아하니까 까다롭긴 한데 연령제한으로 수혜층이 딱 한정됨..그래서 예산 만드는 건 의외로 어렵지 않다 이것이 내 오피셜 검천지 사람만드는 거랑 청년정책 잘하자 지금 1 20대가 나중에 3 40대 되어 여론 결정한다..백년정당 하자
3,2020-06-13,FQdFY39LoL7bY8O,36198438 신보라 청년정책조정위원히 합류반대 한다.....정세균 비상식적인 인간을 어떻게 합류시켜 당장 철회해라 신보라청년정책조정위합류반대 신보라청년정책조정위합류반대 신보라청년정책조정위합류반대 신보라청년정책조정위합류반대 신보라청년정책조정위합류반대
230,2020-06-14,cl21c1,앞으로 청년 정책 잘 될까. 맨날 티격태격 반대만 하면서 아무런 성과도 못내게 할게 눈에 보이는데 신보 라니. 청년정책을 부르짓는 사람이 민주당에도 없지 않을텐데 왜 굳이 화합의 제스쳐인가 신호인가. 그런데 그게 의미가 있을까요 세균총리님.
2276,2020-06-14,chang301411,강효상과 신보라 금태섭과 이철희 극과 극 전직 배지들 행보 .. 신보라 전 미래통합당 의원이다. 그는 문재인 정부에서 청년정책을 총괄하게 될 국무총리실 산하 청년정책조정위원회에서 활동하게 됐다. ... 문재인은 이삭 줍는 이런짓을 잘하지.. . . . 421 0004694174
2275,2020-06-14,372Field,김해영 신보라 관련 박시영 대표가 주진우라이브에서 한 설명으로 오해가 시정되길 바라지만 내가 아는 내용과는 약간 다른게 듣기로는 김해영 신보라의 청년정책조정위 합류는 확실시. 이게 무슨 정세균의 대권 밑밥 어쩌고 청년공략 어쩌고는 다 틀린 이야기. 청년기본법에 대한 이해 부족 탓.
2274,2020-06-14,musamaci123,럭셔리칼럼 38 문재인정부 청년정책을 신보라씨가... . 6 4 출처
2273,2020-06-14,thisfre,럭셔리칼럼 38 문재인 정부 청년정책을 신보라 씨가... . . 6 4 강성범 . 1272018328244981762 1
2272,2020-06-15,jesusokm7,청년센터 세청나래서 청년소통 날개 펼친다 청년정책과 관련한 지역 청년의 다양한 목소리를 담아내고 사회참여 확대를 지원할 거점 공간인 세종특별자치시 청년센터 세청나래 가 문을 열고 본격적인 운영에 돌입했다. 세종특별자치시 시장 이춘희 .
2270,2020-06-15,campussavers,또 나만 몰랐지... 취준생인 당신만 몰랐던 청년구직활동지원금 청년구직활동지원금 청년정책 2020년도부터 달라진다 청년지원금 . 1272240028178018304 1
2269,2020-06-15,ksgi6200,. 6 4 문재인정부 청년정책에.. 신보라 니가 왜 거기서 나와 럭셔리 칼럼 강성범
229,2020-06-17,pangliver,정세균 8월5일 청년기본법 시행에 따라 출범하는 청년정책조정위원회의 위원장을 맡는다. 청년정책조정위는 5년마다 청년정책 기본계획을 수립하고 청년 실태를 파악해 그에 맞는 정책을 추진하게 된다. . . . 20200611193911145 참석자 장 경 태 . 1273255202527666176 1
2266,2020-06-17,s7cDP36fpkz2GPM,97 청년정책 한답시고 신보라를 위원으로 한다는데 정녕 제 정신은 아닌거죠 뇌에 우동사리만 들었나.
2265,2020-06-17,R41N1NG_411_D4Y,청년정책 하나 제대로 안 짜는 새끼들이 어디 대학 등록금을 이런 염치없는 새끼들
2264,2020-06-18,union1030,성명 국무총리실은 신보라 전 의원에 대한 청년정책조정위원회 민간위원 추천 철회하라 다른 청년위원들이 거치고 있는 심사 절차를 동일하게 거치고 있는지도 의문스럽다. 자칫 청년정책을 여야가 적당히 나눠갖는 정략적 안배의 장으로 여기고 있는 것은 아닌가. . 37075
2263,2020-06-18,union1030,성명 국무총리실은 신보라 전 의원에 대한 청년정책조정위원회 민간위원 추천 철회하라 다른 청년위원들이 거치고 있는 심사 절차를 동일하게 거치고 있는지도 의문스럽다. 자칫 청년정책을 여야가 적당히 나눠갖는 정략적 안배의 장으로 여기는 것은 아닌가. 전문보기 . 37075
2262,2020-06-19,kgb02881,다경뉴스 청년정책 주목받는 의성군 지역 활성화 모범사례 되나 . . 154474
2257,2020-06-25,jesusokm7,송파청년의 목소리 정책이 된다 송파구 구청장 박성수 는 오는 27일 토요일 오후 3시 구청 대강당에서 송파 청년정책 제안발표회 를 개최한다.앞서 구는 청년문제를 청년이 주도적으로 판단 정책을 제안할 수 있도록 작년 11월 청년 20 .
2255,2020-06-25,dlcjsdlq,30대 이상 기혼여성대깨문들은 부동산 신혼붑 특별분양 혜택 받고 육아수당 받으니 자기 이득에 따라 투표한 거다. 한달에 나가는 육아수당 예산이 얼마인지 아는가 어린이집 수당까지 합하면 운수마피아들 못지 않은 규모다. 취업 못한 20대가 민주당에 투표한 건 멍청한 거 맞음. 청년정책
2254,2020-06-25,btbtbt207,2020. 성남형 청년인큐베이팅 청년 참여자 모집 공고 기간 2020.6.24. 충원시 대상 공고일 기준 만18세 이상 만39세 이하 미취업 청년 3명 문의 청년정책과 729 8764 성남시 아시아실리콘밸리담당관
2253,2020-06-26,on941sang,01제 세상은 우리의 것 청년정책 수정해서 다시 올려요 . 941 1276181569988784130 1
2251,2020-06-26,EDRepliLuxe,국무조정실에서 하는 청년 정책참여 사업인데 2030. . 1 741 참여단 신청이 어려우시면 온라인 패널로도 참여 가능합니다. 청년정책 만드는데 여성주의 관점 및 성평등 주제 안 들어갈 수 없는데 성평등주제쪽 참여가 저조한가봐요
2250,2020-06-26,EDRepliLuxe,어중이떠중이나 지자체 내지는 그냥 정부부처 아니고 국조실 사업이라 추진주체의 위상 하나는 확실한데... 많이 신청하시고 목소리 내주세요 안그러면 또 여성 청년 이야기는 쏙 빠진 청년정책 나옵니다
2249,2020-06-26,whyilikewomyn,청년 정책이 주로 개인 정책 위주로 시행된다는 것을 생각했을 때 그리고 가임기 여성을 나눌 때 34세를 기준으로 한다는 것을 생각했을 때 청년이 아니라 그냥 시민이라고 부르고 정책 패러다임을 아예 바꾸어야 맞는 거 아닌가
2248,2020-06-26,OhmyNews_Korea,경남도의회 청년정책 활성화 기여 4명 표창장 수여 경남도의회 김지수 의장 . 1 25 윤성효 기자
2244,2020-06-28,mfds_sm,랜선 국회 검색 통계..상반기 최다 검색어는 코로나19 국회 소속기관 홈페이지 상반기 검색어 집계 발표 의안정보시스템 1위는 청년 .. 청년정책 염원 반영 . . . 20200628111255022
2243,2020-06-28,jOigbojuqKa2fqn,강북구 청년들이 직접 맞춤형 청년정책 발굴한다 . . . . 1293011
2241,2020-06-29,jesusokm7,광명시 청년이 만드는 청년정책 50억 청년숙의예산 출발 광명시는 27일 시청 대회의실에서 청년 60여명과 함께 청년숙의예산 첫 토론회를 개최했다.청년숙의예산은 청년들이 직접 청년들의 다양한 요구와 문제를 해결하기 위한 정책을 기획하고 제안하는 것으 .
2240,2020-06-29,snsvictory,광명시 청년이 만드는 청년정책 50억 청년숙의예산 출발 . 2 4
2239,2020-06-29,moel_supporter5,온라인 청년센터에는 청년고용 지원정책이 책자로 정리되어 한눈에 보기 쉽게 정리되어 있습니다 잠깐 여기서 온라인 청년센터란 청년 정책 공간 정보 및 통합 상담을 제공하는 온라인 홈페이지 및 모바일 페이지입니다
2238,2020-06-29,moel_supporter5,정책 검색이 가능합니다 정책 비교 유사한 정책들 간 신청자격 혜택 등 핵심 정보를 1 1로 비교한 24건의 게시물을 확인 가능합니다 청년내일채움공제 . 청년재직자 내일채움공제 등 청년정책 상담서비스 10월 29일부터 매일 8시부터 22시까지 청년지원정책 관련 상담 서비스를
2237,2020-06-29,btbtbt207,청년참여단 온라인청년패널 참여자 모집 홍보 대상 만19세 만34세 청년 인원 청년참여단 150여명 온라인청년패널 1000여명 모집기간 2020.6.23. 7.9. 문의 청년정책과 729 8752 성남시 아시아실리콘밸리담당관 . 207 1277433687521366016 1
2236,2020-06-29,metrotimes_no1,메트로타임즈 행정 오산시 2020년 청년정책 서포터즈 활동 개시 . . . 138586 . 1 1277448062525247488 1
2235,2020-06-29,btbtbt207,성남시 학자금 연체 청년 신용회복 지원 대상 성남시 거주 만19세 34세 학자금 연체자 신청 오는 7월 9월 지원신청 지원 총 채무액의 10 지원 문의 청년정책과 729 8502 성남시 아시아실리콘밸리담당관
228,2020-06-29,jlmi1400,전북도 제5기 청년정책포럼 언택트 발대식 5기 청년정책포럼 위촉 93명 일자리 창업 등 8개 분과로 나눠 활동 체감하는 청년정책 구현 위한 전라북도 청년정책 추진 3대원칙 선언 전라매일 전라매일신문 전북일간지 인터넷신문 . . . 177 190224
2232,2020-06-29,Music_ka,20년째 하는 얘기 보수정당 청년 정책 만들겠다. 트윈스 올해는 다르다 문제는 하태경 이준석이 당내 비주류. . 1277517977059901440 19
