,작성일,작성자,내용
2171,2022-12-21,penguin_Wshop97,진짜 슬슬 자취 준비해야하는데 ..전세사기 너무 무서움
2172,2022-12-21,Lifeisblahblah,요즘 저런 전세사기가 엄청 많다고. 계약당일에 확정일자를 받아도 확정일자 효력은 다음날부터 발생 매매는 그 시간부터라 계약 직후 바로 집 팔아서 사기치는 수법이래
2162,2022-12-21,itmecha,오세훈 전세사기에 분노 빌라 밀집지 중개업소 현장 점검 . . . 2022122116433682133 214 1 49 2022122116433682133 2 0 9 221124 1 49
2150,2022-12-21,yhbkorea,전세보증금 사고 최고치...올해 열 달 동안 8천억 피해 출처 네이버 뉴스 . 5 0 전세사기
2143,2022-12-21,JIINbI,2 보증보험꼭가입하고.. 저당권이나 가등기 될경우에 바로 계약해지였나 무튼 그런.. 특약 꼭 집어 넣고.. 전세사기 관련 특약 중개사무소에 꼭 넣어달라구해..
2148,2022-12-21,dp_sk_limit,요즘 진짜 전세사기 진짜많네 주변에 당한사람도 은근 여럿있고 무서워서 집 구하겠음...
2173,2022-12-21,codingkebi,전세 계약 미리 준비해야 할 체크리스트 깡통 전세 전세사기 피하는 . 0 84 84 8 3 84 95 2 4 81 6 8 4 8 8 9 1 86 5 0 84 84 8 0 84 84 8 82 8 0
171,2022-12-21,35z7FbIr9nVrYk4,완전 꼬인 나의 전세사기 집주인이 돈을 안 돌려줘요 전세사기 신탁전세사기 . 8 70 공인중개사 자격증을 전국민 무시험해야 이모든게 다 술술 풀려. 1980년대로 다시 돌아가야 되. . 35 7 9 4 1605515036327170049 1 . 35 7 9 4 1605515036327170049 1
172,2022-12-21,paper_song,전세사기 진짜 아무리 체크리스트 만들고 유의 사항을 숙지해서 날을 세우고 조심에 조심을 거듭해서 계약해도 걸려들고 걸려들면 대책이 없다. 루나님 전세사기 만화를 봐도 온갖거 다 체크하고 조심했다고. 그럼에도 법의 허점과 게으름을 파고드는 사기꾼이 있는 한 근절이 안되는.
173,2022-12-21,akijelly,요즘 전세사기로 난리인걸 보니 천에오십 빈딴은 전세사기 안당해서 다행이라는 뻘생각이 들음
174,2022-12-21,agitgo33,제2 제3 빌라왕 있다 전세사기 무더기 수사 의뢰 전국 곳곳에 제2 제3의 빌라왕들이 활개를 치고 있습니다 정부가 비슷한 전세사기 의심 사례를 대거 적발해 경찰에 수사 의뢰했습니다 2022.12.20 채널 . . . 449 0000240309 무자본갭투기 문재앙5년 부동산폭등 전세사기 . 1605421804872310785 1
175,2022-12-21,agitgo33,빌라 전세사기 피해 70 가 2030 영끌 이자폭탄 이어 또 눈물 경험적은 청년층 주로 당해 정부 106건 수사 의뢰하고 임차인 법률 지원 꾸려 2022.12.21 조선일보 . . . 023 0003735782 전세사기 문재앙5년 도대체무슨일이 . 1605416909532409857 1
176,2022-12-21,Felax_TRPG,전세사기는 진짜 많아서... 심지어 이번에 빌라왕도 터진거 보면... 계속 피해자는 늘어나고 답은 없는데 전세사기 막을 법은 발의했는데 통과되긴 커녕 계속 묶여있고. 나라가 시발... 무정부 상태나 다름이 없는데...
177,2022-12-21,n0930205,그래서 나 전세집 구할 때 스트레스 레전드 받고 진짜 임종 직전이었는데..... 전세사기 집 구하는 사람이 피하기 정말 힘들 정도로 촘촘하게 짜여있음 신축만 전세사기 성행한다는데 구축도 만만치 않은듯....
178,2022-12-21,anseongnews,김학용 국회의원 빌라왕 전세사기 막겠다 전세사기 관련자 엄중 처벌 피해방지 3법 대표 발의 . . . 00024092
2149,2022-12-21,sakusa_15_,야 요즘 전세사기 개많나봐 튀르키예즈 촬영하시는 분도 당하셨다는데
2136,2022-12-21,deyu75181553,전세사기 안 당하게 예방하거나 꼭 확인해봐야 하는 것들 꿀팁 정보 공유점여 . 75181553 1605574824960487425 1
2138,2022-12-21,ProgradeStryker,전세자금대출 없애고 능력에 걸맞는 주거가 가능케 하자는 말이 사실상 지급보증을 없애며 전세사기 피해자에게 누칼협 알빠노 하자는 주장이라서 들을수록 좆같음 그치만 전세란건 근본적으로 세입자가 호구잡히는 게임이라 이는 틀린 주장이 절대 아니기 때문에 더욱 킹받음 . 3 9
2139,2022-12-21,safas_oo,전세사기 피해 주거 법률 전방위 도움
2140,2022-12-21,pab_chi_bernini,전세사기 무서워서 전세 못 살겠어 월세가 개비쌈에도 불구하고.
2141,2022-12-21,kingbaboo99,난 전세가 한국만 있는 제도인게 충격적이었음 전세사기 구멍들 안정망을 구축 못하면 후에는 우째 할까.. 이 좁은 땅덩어리에서 ..
2142,2022-12-21,CH__claudel,요새 전세사기 너무 심하네... 거품 꺼지고 있어서 안그래도 전세금 못받을까봐 다들 등등할텐데 이 추운 겨울에 마음태우는 사람들이 대체 몇이냐
2144,2022-12-21,Viastory1,암튼 지금은 돈 다 돌려받고 원래 살던 빌라 연장해서 잘 살고 있음 저 사건을 계기로 집 계약할 때 더 신중해지는 법을 배웠고 이 쓰레기 같은 세상의 현실을 깨달음 사기꾼들은 양심이 나가 뒤졌구나 요즘 집값 떨어져서 전세 사기 많은 것 같던데 남일 같지 않아서... 다들 조심하시길
2145,2022-12-21,bokkjas2,지금 집 슬슬 전세 기간 끝나 가서 집 구하는 걸로 요새 너무 스트레스받아 버팀목 전세 대출 있어서 어찌 됐든 월세보다는 전세 구하는 게 집 컨디션이든 월 지출이든 더 낫거든 근데 전세 사기 존나 많아서 사는 내내 덜덜 떨어야 될 거 생각하면 눈앞이 아찔해져
2146,2022-12-21,837490211mn,전세사기 당해서 집주인 잠적탔는디 그럼 지금 집주인 없는 거니까 이 집 맘대로 뚫고 부숴도 되는 거지
2147,2022-12-21,molra82530071,1000채 넘는 전세사기로 떠들석한데 대책 세울생각은 없고 다주택자 세제 혜택을 늘리고 대출을 확대해준다고 정신병자 새끼들 아냐 오직 쥴리 쥴리 어멈만을 위한 맞춤형 정책이냐
2137,2022-12-21,muhymuhy8,8 그래 다 풀어 풀어 니들 최경환 박근혜정부 전철 고대로 밟아라 무능 버러지들아 윤석열껍떼기대통령 답다. 권성동장재원대통령 허락은 받은거냐 전세사기도 해결 못하는 대한민국정치쓰레기들 카악 퉷퉷퉷 원희룡이도 조
2174,2022-12-21,Naveronica1,민간 임대시장의 전세 사기를 예방하기 위한 대책들도 이번 경제정책방향에 담겼다.임차인 알 권리를 위해 임대인의 선순위 보증금 및 임대차 정보 세금 체납정보 확인권을 법령에 명시하고 범정부 차원의 전세 사기 특별 단속 결과를 내년 2월 발표하기로 했다. 꼭 제대로 . . 20221221143420577
2152,2022-12-21,Moro0901,전세사기 같은 거... 법이 헐거워서 그런 것일 텐데 예비 피해자들한테 어이고 또 터졌네 알아서 잘 피해 가소 이러는 게 넌센스다 벼룩이 간 빼먹어보겠다는 사탄마귀새끼들은 말할 것도 없지만 개중 알고도 복비 챙기려고 일조하는 복덕방도 제정신 아닌 것 같고
2176,2022-12-21,naewaymedia,법무부 국토부 전세사기 피해 임차인 지원 논의 본격화 . . 1 222961795850
2203,2022-12-21,YouWorthLove,다들 전세사기 조심하세요.. 꼭 평일에 계약해서 계약서 쓰기 직전에 등기 최종적으로 떼보고 이름이랑 집주인이름 통장이름 매칭 그리고 바로 동사무소로 달려가세요. 이분은 바로 하셨다고는 하지만 며칠 텀이 있어서 아쉽..
2204,2022-12-21,cotfusion,나도 올해 초 이분이랑 동일한 수법으로 전세사기 당할 뻔한 뒤로 전세는 진짜 쳐다도 못보겠더라 계약금 입금 직전에 감이 너무 안좋아서 안한다고 연락 차단해서 다행이었지
2205,2022-12-21,kimrhrnak,전세사기도너무심하고 전세이자값올라서 단기로 나가 살거면 오히려 월세로 살려고하는사람들이만아짐.. . . .. . .
2206,2022-12-21,newsrxxm0,네 윤영화의 데일리 토픽. 광고 듣고 왔습니다. 최근 들어 전세 사기로 인해 보증금을 돌려받지 못하는 세입자들이 늘고 있죠. 집값이 크게 하락하면서 깡통 전세 가 확산된 것도 이에 한몫한 것으로 보이는데요 피해를 입은 세입자들이 신청한 임차권등기명령 신청 건수는 올해 역대 최고치를
2207,2022-12-21,babamba2020,12 21 수 1. 청년 전월세 비중 80 고령가구 자가 비율은 75.7 2. 전세사기 피해 70 2030 청년층 서울 강서구 인천 미추홀구 많아 3. 직장인 서울 내 집 마련 하려면 월급 한 푼 쓰지 않고 14년 모아야 4. 뉴욕 증시 5거래일 만에 반등 테슬라는 8 폭락 137.8 마감
2208,2022-12-21,p_reset9,진짜 싫다 ... 전세사기 106건인 쓰레기에게 빌라왕이라는 이명을 대체 왜주는건데
2210,2022-12-21,rotvint879,전세는 너무 사기가 많아서 어휴 전세가 한국만 있는 제도이긴 해도 집주인 중개인이 어캐든 눈속임이랑 허점 해서 전세사기 쳐버리면 답도 없음 월세로 살아야지 어쩌겠어
2211,2022-12-21,jkd5874,빌라 전세사기 대부분 2030 노렸다 . . 5874 222961496860
2212,2022-12-21,JiYoungkil,전세사기 진짜 많음. 주변에 당한 사람 많음
2213,2022-12-21,maguni2021,정부 진짜 무능하다... 전세사기 아직도 법 개정 안한거야
2202,2022-12-21,skysbule,전세사기 피해 유형 및 예방 대책 총정리 2. . 0 84 84 8 82 8 0 94 95 4 9 0 98 95 0 8 98 88 0 9 8 80 1 85 4 9 0 95 6
2224,2022-12-21,backendMew,용인........이면 본가로 가겠습니다 으흑흑 전세사기가 많아서 전세이사도 고민이 많아지네요...
2222,2022-12-21,zyawazyawazyawa,맘찍한 전세사기도 그렇고 별의별 보이스피싱도 그렇고.. 저딴새끼들보면 스피또 당첨돼서 부자오딱구 되고싶다고 망상하는 내가 성인군자된 기분임
2221,2022-12-21,vidivis89,사실상... 전세사기 넘 판치니 전세는 없는셈이지..
2220,2022-12-21,Banju_bk,전세사기때문에 청년들 더 죽어남
2219,2022-12-21,nostalgia717_,요즘 전세사기 진짜 많대요 자취하는웅니들 조심하시라는말이에
2218,2022-12-21,MSONIC_Y,전세사기 남일 아니다 진짜
2217,2022-12-21,pDhc4CkDYdSFeci,근디 전세사기 주변에 당하는사람 대박많음
2216,2022-12-21,semtridel,요즘 전세사기 정말 많구나...
2215,2022-12-21,crptyo13,요즘 전세사기 그날매매하는식으로 바꾸는애들 많더라고요
2214,2022-12-21,deokgonkimdgkim,에 요즘 전세사기가 유행이라는 군. 버시는 분도 있고 잃으시는 분도 있고 잃으시는 분은 안타깝게 생각하고..
2175,2022-12-21,naewaymedia,법무부 국토부 전세사기 피해 임차인 지원 논의 본격화 . . . . 725848
2223,2022-12-21,hyeoh_018,며칠 전에도 뉴스에서 전세사기 당하지 않는 법 나왔는데 이미 세입자로 들어가는 사람들은 다 하던 방법이고 세금 납부 내역같은건 부동산이나 집주인이 요구 거절하면 어쩔 수 없는 상황인 와중에 애초에 사기 치겠다고 작정하고 달려드는 사람들을 일반 시민이 어떻게 당해내냐...
2201,2022-12-21,azuren,다른 사기는 찬찬히 잘 따져보면 안 당한다고 생각하는데 전세 사기는 예외임.
2209,2022-12-21,whddnr0706,40403694 가해자에게 유리한 부동산 관련법이더라구요. 울 조카도 전세사기로 지금 소송완료 되어서 경매 준비중이예요. 전세금 대출비중이 80 로 되어 있어서 이자비용만 해도 연체이자로 되어서 엄청 많이 나오고 소송을 이겼는데도 이자청구는 기각되어서 못 받더라구요. 경매비용도 상당하구요.
2199,2022-12-21,KKfolia,아 왜캐 전세사기같지
2177,2022-12-21,annyeon40141865,당신도 알아야 할 부동산 전세 사기 . 8 9 8 0 8 84 95 8 95 84 95 95 0 6 80 8 99 82 0 0 84 84 8 82 8 0
2178,2022-12-21,senimne,크나큰 경제 성장은 이뤘지만 그를 제외한 많은 것들이 너무 뒤쳐지고 있다고 생각해....화재설계는 커녕 불나면 전부다 타죽을게 분명한 2평의 고시원부터 전세사기 날림시공 이런것만 봐도 착잡해
2179,2022-12-21,corn_cheez,결국 계약 해지하고 돈 돌려받음 스트레스 받았던 나날들 안녕 은행에 심사요청 철회하고 내일 계약서 받으러가기로함 뭐든지 급하게 빨리하려다가는 뒷통수 맞으니 천천히 꼼꼼히 알아봐야한다 다들 전세사기 한번씩 당해보면서 어른이 되는걸까
2200,2022-12-21,shqgen1415,양심뉴스 빌라왕 사례 등 전세사기 의심거래 106건 경찰에 수사의뢰 . . . 25721
2181,2022-12-21,pigplug,전세 사기는 법을 좀 바꾸면 어느정도 막아지는데 바꿀생각이 없는듯 확정일자만 바로 적용되도 되는데 바로 안되니 그사이에 팔아버림...
2182,2022-12-21,atypicalbashi,내가 궁금한 것 대형 아파트는 비교적 전세사기가 적은가
2183,2022-12-21,nimishel,요즘 전세사기 피해자 경험담 들어보면 무슨 스와팅 수준인데. 뭐 피할 방법도 없고 보상받을 가능성도 낮고.
2184,2022-12-21,muhymuhy8,국토교통부 재밌습니까 즐거워요 전세사기 분양사기로 평생 모은 재산 고금리 대출로 길거리에 나않는 국민들이 태반인데 히히넉넉 거리며 연료 넣어주세요 참 좋구나
2185,2022-12-21,moneytodaynews,피해자 속출한 혈세 수천억 빼먹은 전세사기 수법 . . . . 2022121915380568184
2186,2022-12-21,hoketkyo,전세사기는 진짜 인간의 순수한 악의가 담긴 사기라 생각해서 사기가 다 그렇겠지만... 온전한 내 집을 얻기 전까진 그냥 월세 살 생각 하고 있음. 애초에 직업 특성상 3년 단위로 여기저기 지역을 옮길 가능성도 많고
2187,2022-12-21,hohobi218,워...시벌 내칭구도 이렇게 꼼꼼하게 다 보험들고 두번씩 체크하고 등기부등본도 이주에한번씩땠는데도 전세사기 두번당함 애가 멍청한애가아닌데 작정하고 사기치면진짜 당할수밖에없음
2188,2022-12-21,ch_o3o3,부동산 전세 사기 이제 개인이 피할 수 있는 범위를 넘어섰음. 모든 미디어가 사기행각을 피하기 위한 팁이라고 소개하는데 이렇게 다 따져도 당하는게 사기임. 제도적 보완이 필요한데 해야 할 사람이 한파라고 일정 취소함.
2180,2022-12-21,Treah_swsh,전세사기 최악이에요... 전 사기라고 하긴 애매한데 저 틧 멘션에도 달린거... 전 이미 이사하고 나갔는데 전 집주인이 전세금 끝까지 안돌려준거... 지랄발광 다 하고 얼마전 16일에 겨우 받음 그 사이에 나간 이자는 전부는 못받았다 개같음
2190,2022-12-21,mymooood_,요즘 전세사기 진짜 많네 모든 범죄의 가해자 십새기들 싹 다 뒤졋으면
2189,2022-12-21,Riseone123,겨울왕국도 좋지만 전세사기를 조심해야 한다 . . 88
2225,2022-12-21,rorjartrl,전세 사기로 조사하면 몇 건이나 되겠습니까. 거의 다 자유시장경제 사유재산 거래인데.
2198,2022-12-21,56_gga,일가족 몰살 당해서 고아가 된 주인공은 이입하게 힘들지만 전세사기 당해서 대처방법 구글링하는건 내 옆자리 누군가의 일이란 말이지...
2196,2022-12-21,413_555_1938,구더기 무서워서 장 못 담그겠냐지만 요즈음 전세 사기 너무 많고 꼼꼼하게 검토하는 사람도 사기당하는 걸 보니 띨빵한 나는 무조건 당할 수밖에 없어서 걱정임.. 그냥 월세 전전하다 돈 모아서 내 집을 사는 수밖에 없나
