,작성일,작성자,제목,내용
301,2022-12-21,UChlgI3UHCOnwUGzWzbJ3H5w,빌라왕 사망 전부터 전세사기 악몽은 시작됐다...피해자 구제 가능할까? / YTN,진행 이광연 앵커 박석원 앵커 출연 강민경 사회1부 기자 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인하시기 바랍니다. 인용시 뉴스 명시해주시기 바랍니다. 앵커 세입자의 눈물은 또 있습니다. 최근 수도권에 천 채가 넘는 빌라를 갖고 있던 40대 김 모 씨가 갑자기 숨지면서 세입자들이 보증금을 돌려받지 못하고 있는데요 이른바 빌라왕 사건 이 계속 보도를 하고 있습니다. 앵커 그런데 사실 김 씨가 사망하기 전부터 세입자들은 이미 전세 사기라는 그물에 걸려든 상태였습니다. 이 사건 계속 취재하고 있는 강민경 기자가 스튜디오에 나와 있습니다. 강 기자 어서 오십시오. 기자 안녕하십니까 앵커 전세사기라는 그물에 걸려든 상황이었다. 먼저 이 빌라왕 사건이 불거진 계기부터 시작부터 알려주시죠. 기자 일단 이 사건이 알려지게 된 계기 자체는 지난 10월 중순에 서울 종로구의 한 모텔에서 남성 한 명이 숨진 채 발견이 됐습니다. 지병으로 사망한 지 이틀 만에 발견이 됐고 40대 초반 김 모 씨로 확인됐는데 발견 당시 행색이 초라했던 걸로 알려졌지만 알고 보니까 김 씨가 어마어마한 임대사업자였습니다. 개인 명의는 물론 법인 명의로까지 빌라와 오피스텔을 모두 1 139채 보유하고 있었던 건데요. 여기서부터 문제가 복잡해집니다. 그래픽 같이 보면서 설명드리면 김 씨는 종합부동산세를 포함한 세금 62억 원을 내지 않은 신용불량자였습니다. 이 때문에 김 씨가 가지고 있던 빌라 상당수는 이미 세금 체납으로 압류된 상태였는데요. 그런데 김 씨가 숨졌으니 당사자에게 더는 세금을 내라고 독촉할 수도 없는 상황입니다. 결국 김 씨가 가지고 있던 재산인 부동산으로 세금을 환수해야 하는데압류된 집에 살던 세입자들은 졸지에자신의 전세보증금을 돌려받지 못할 위기에 처한 거죠. 이렇게 김 씨 집에 살다가 피해자가 된 세입자는 400여 명 많게는 500명까지되는 걸로 지금 추정이 되고 있습니다. 그런데 빌라의 특성상 피해자들의 상당수가20 30대 즉 사회초년생이거나 신혼부부들이었는데요. 제가 여태까지 만난 피해자 약 10여 명도 마찬가지였는데 이들은 전세 사기 충격으로 유산을 하기도 했고요. 결혼을 미룬 경우도 상당수고요. 또 이 문제를 해결하기 위해 잘 다니던 직장을 그만둔 피해자도 있어서 안타까움을 더하고 있습니다. 앵커 그야말로 모든 걸 끌어모은 재산이었을 것 같은데 하늘이 무너지는 그런 사건일 것 같습니다. 강 기자가 오늘 빌라왕 사건을 5가지 키워드로 정리했다고요 기자 그렇습니다. 제가 이 사건이 워낙 복잡하다 보니까 5가지 키워드를 꼽아봤는데요. 일단 첫 번째는 전세사기입니다. 김 씨가 천백 채가 넘는 집을 사들인 수법을 정리해 드리겠고요. 그다음에는 둘째 배후세력 가능성입니다. 이 범죄가 김 씨의 단독범행일 가능성이냐 이 부분이 계속 나와서 짚어드리겠습니다. 셋째 의 배신입니다. 이 사건에서 주목할 만한 점 중 하나가주택도시보증공사의 전세보증금보험에 가입한 세입자도 똑같이 피해자가 됐다는 거라서 어떻게 허점이 있었는지 알아보겠습니다. 네 번째 아직 끝나지 않았다입니다. 빌라왕은 김 씨 한 명이 아닐 가능성이 큽니다. 이 부분 짚어보고요. 마지막으로 다섯째 정부 대책입니다. 빌라왕 사건이 언론을 통해 알려지고 난 뒤에 정부가 여러 대책을 내놓고 있는데이거 간단히 짚어보겠습니다. 앵커 지금 키워드를 쭉 한 문장... 중략 강민경 0210 . . 기사 원문 . . . 0103 202212... 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
302,2022-12-21,UCWCV4thYfhyn-uVlT7Iwu8Q,전세사기로 경매당한것도 억울한데 내 보증금에서 세금을 먼저 가져간다? '당해세' 를 모르신다면 꼭 시청하세요! (23년에는 바뀌는 당해세 이슈!),부동산 부동산경매 더 많은 노하우가 궁금하다면 부동산메신저 커뮤니티 카페 . 3 경매를 통해 부를 만드는 실전 노하우 가이드북 우아한경매 예스24 . 1000 43 교보문고 . 1000 43 알라딘 . 1000 43 실전 경매 필수체크리스트 무료 수지분석표 신청하기 . 4 5
304,2022-12-21,UC1oU1yoHbb-g-FolLTCzA_Q,전세사기 꼭 엄단하겠습니다! #shorts,원희룡 국토교통부 장관 전세사기 빌라왕 전세금
306,2022-12-21,UCbCo4SpP-0pSuILeYnMT56w,전세사기 예방을위해 하루빨리 법을 만들어야 합니다 #shorts #빌라왕 #전세사기 #성상진tv,전세사기 예방을위해 하루빨리 법을 만들어야 합니다 빌라왕 전세사기 성상진
305,2022-12-21,UC8NUYWiMe6pegh25dLVI4fw,"[거짓말]문전 대통령 부동산 자신있다. 헌데 서민들은 금리인상, 전세사기에 초토화..재앙씨가 말아 먹은 부동산 본인 닮은 소머리국밥에 드셨수? #금리인상 #문재인부동산 #전세사기",자율구독료 손소연 후원 방법 우리은행 122 08 484688 예금주 손소연 보내주신 자율구독료는 더 좋은 콘텐츠 개발에 소중히 쓰겠습니다. 썸네일 제작 라이센스 자료구입비 등 영상 제작비용으로 사용됩니다. 감사합니다 . 손소연 멤버십 가입 . . 8 ... 해외거주자용 . 88 손소연 서브채널 구독과 좋아요 알람설정까지 감사합니다. 손까 . . ... 좌까 . . ... 영상출처 채널
292,2022-12-22,UCqdNP20Fms_nHlUbi1pF0iA,"I 한문도 I '빌라왕' 전세사기 피해 폭증, 막을 방법 있나? I 김득의 I ""투자할게 사면복권 해주오"" I 12/22(목) 오창익의 뉴스공감",오창익의뉴스공감 라이브 방송 안내 105.3 매주 월 금 오후 6시 3분 7시 유튜브 후토크 요일 안내 매주 화 수 목 오후 7시 7시 15분 00 40 오프닝 오창익 앵커 08 18 간추린 뉴스 김정아 기자 10 41 인터뷰 김득의 금융정의연대 대표 문제 많은 재벌총수 사면 복권 반대 28 14 경제 상담소 한문도 교수 연세대학교 정경대학원 금융부동산학과 빌라왕 전세사기 피해 폭증 막을 방법 있나 39 55 오창익의 창 오창익 앵커 노조가 3대 부패세력이라고요 41 02 민심은 천심 배종찬 인사이트 연구소장 노정렬 방송인 첫 40 대 지지율 기록한 윤대통령...회복 배경은 50 43 클로징 오창익 앵커 51 56 유튜브 후토크 민심은 천심 배종찬 인사이트 연구소장 노정렬 방송인 첫 40 대 지지율 기록한 윤대통령...회복 배경은 김득의 한문도 배종찬 노정렬 방송선교 후원 060 706 1004 한 통화 5 000원 060 706 4004 한 통화 10 000원 060 706 9004 한 통화 30 000원 후원문의 매일미사 지향 신청 1588 2597 . . . 2 ... 카카오톡 플러스친구 가톨릭의 눈으로 세상을 바라봅니다. 유튜브 채널을 구독하세요.
284,2022-12-22,UCTHCOPwqNfZ0uiKOvFyhGwg,"""인생 첫 계약이 전세사기""…'빌라왕' 피해자들 피눈물 / 연합뉴스TV (YonhapnewsTV)",인생 첫 계약이 전세사기 빌라왕 피해자들 피눈물 앵커 1 000채 넘는 빌라를 갖고 보증금은 돌려주지 않은 채 숨진 빌라왕 사건에 정부가 대책 마련을 공언했죠. 오늘 22일 정부가 전세 사기 피해 대책 설명회를 열었는데 20 30세대가 중심인 피해자들이 대거 모여 대책 마련을 호소했습니다. 최덕재 기자가 현장에 다녀왔습니다. 기자 자리가 없어 서서 듣고 온라인으로 참석하고 전세 사기 피해자 설명회에 전 재산이나 다름없는 보증금을 날리게 된 수많은 피해자들이 모여들었습니다. 피해자 중엔 집값 상승기에 영끌 로 집을 구한 2030이 많았습니다. 고금리에 이자 폭탄을 부담하기도 벅찬데 전세보증금까지 돌려받지 못해 큰 곤란을 겪고 있습니다. 배소현 전세사기 피해자 80 풀 대출 받아서 살고 있거든요 45만 원 이자 납부를 하고 있었는데 이제 100만 원이 넘는 이자를 납부해야 하는데 엄청난 힘든 상황이죠. 하고 싶은 것도 못 하고 납부해야 하는 상황이에요. 난생처음 한 주택계약에서 전세 사기를 당해 망연자실한 경우도 있었습니다. 전세사기 피해자 이번에 전세 계약 한 거 저 처음이에요. 법적인 단어랑 부동산 관련해서 듣는 거 대부분 아마 모르고 처음 접해보는 거일 거예요. 전화하면 무료 법률상담 가능한 곳에 전화해라 빌라왕 사건 피해자들도 발을 동동 굴렀습니다. 전세보증금 반환보증에 들었지만 빌라왕이 숨지는 바람에 주택도시보증공사가 통보할 대상이 없어 돈을 받지 못했기 때문입니다. 전세사기 피해자 에 귀책 사유가 있다고 말씀드리고 싶습니다. 대책을 가져와서 알려줘야 하는 게 책임 아닙니까 저는 2차 가해까지 입었습니다. 정부는 피해 보상에 최선을 다하겠다고 약속했습니다. 원희룡 국토교통부 장관 법률상담이나 금융지원이 필요하다면 긴급자금에 대해서도 융통할 수 있는 방안을 마련해보겠습니다. 정부는 피해자들과의 만남을 이어갈 계획이지만 만남이나 상당이 아니라 돈을 돌려받을 수 있는 실질적 조치가 시급합니다. 연합뉴스 최덕재입니다. . . 빌라왕 전세사기 영끌 2030 원희룡 국토부 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
285,2022-12-22,UCQlTmKVOuq1OoB51nhM3q9g,"전세사기 깡통전세 피하는 방법, 피해야 할 집과 꼭 넣어야 할 특약문구 총정리",안녕하세요. 긍정스텔라입니다. 요즘 부동산 매매가가 하락추세이고 언제 하락추세가 잡힐지 기약이 없는 상황이라 깡통전세에 대한 우려가 더욱 커지고 있습니다. 그리고 빌라왕같은 전세사기도 접수건수가 늘어나고 있다고 하는데요. 이럴 때일수록 피할 수 없다면 우리의 보증금은 우리가 지켜야겠죠. 전세사기를 피하기 위해 어떤 집을 구해야 하는지부터 계약을 할 때 꼭 확인해야 할 것들 그리고 계약서에 추가하면 안전장치가 되어줄 특약문구까지 모두 정리해 보았습니다. 이 영상은 광고 협찬 제품을 포함하지 않습니다. 비즈니스 이메일 0927 . 본 메일은 비즈니스 이메일로 개인적인 상담이 어렵습니다. 인스타그램 . . 네이버블로그 재테크 . .
287,2022-12-22,UCwOych_JmG5s0Y9YLXOIohw,"전세사기 피하는 방법, 전세계약시주의사항, 전세사기예방법, 깡통전세, 전세 구하는 법, 전세 구할 때 이건 꼭 확인하세요",전세사기 피하는 방법 전세계약시주의사항 전세사기예방법 깡통전세 전세 구하는 법 전세 구할 때 이건 꼭 확인하세요 너무나 많은 분들이 전세사기로 고통받고 계시는데요 예방이 가장 중요한 것 같습니다. 전세사기 예방하는 방법에 대해 설명해드려요
288,2022-12-22,UCnZ6mPt5mA-AjG-MkBmNKDQ,"[한 잔 인터뷰] 부동산 1편! 전세사기, 입주한 내 집이 경매로 넘어갔다!?",근뚜기 새로운 콘텐츠 한 잔 인터뷰 에서 인터뷰 문의 받습니다. 소주 최대1병 맥주 최대 피처1병 와이 최대 1병 등 원하는 주류를 기분 좋게 마시며 자기 직업에 대한 이야기와 사람 사는 이야기 다룹니다. 안주도 원하시는거 사드립니다. 안주제공은 당연히 제가 인터뷰 문의는 . . . . 인스타 부탁드립니다. 댓글로도 문의 받아요 많은 관심 부탁드립니다
289,2022-12-22,UCTHCOPwqNfZ0uiKOvFyhGwg,[이슈한판] 2030 울리는 전세사기 '빌라왕'…막을 방법 없나 / 연합뉴스TV (YonhapnewsTV),세입자들이 집주인으로부터 보증금을 돌려받지 못하는 전세사기 피해가 잇따르고 있습니다. 특히 1천채가 넘는 집을 전세 놓고 사망한 이른바 빌라왕 사건이 알려지면서 더 주목받고 있는데요. 이런 전세사기 피해자 상당수는 2030 사회초년생으로 경제적 어려움에 시달리고 있습니다. 이슈한판 에서 다뤄보겠습니다. 반복재생 인생 첫 계약이 전세사기 빌라왕 피해자들 피눈물 최덕재 기자 전세 급락 집주인 11 빚 내야 보증금 반환 팽재용 기자 빌라왕 에 전세금 2억 이상 피해 195명 제2의 빌라왕 막는다 전세사기 106건 수사 의뢰 20일 최덕재 기자 이슈 빌라왕 피해자들 발 동동 전세사기 피해지원 출범 21일 출연 김한규 변호사 경제읽기 한 푼도 안 쓰고 14년 모아야 서울에 내 집 마련 21일 출연 김대호 경제학 박사 경제읽기 고금리에 집값 하락 경매 매물 대폭 증가 20일 출연 권혁중 경제평론가 빌라 주택매매 주택거래 집계약 계약 전세 빌라왕 보증금 전세사기 내집마련 연합뉴스 두번째 채널 연유티 구독하기 . 3 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
290,2022-12-22,UC1oU1yoHbb-g-FolLTCzA_Q,"전세사기 피해자 법률,주거,금융 원스탑으로 지원 #shorts",원희룡 국토교통부 장관 전세사기 피해자 빌라왕
291,2022-12-22,UCsU-I-vHLiaMfV_ceaYz5rQ,깡통전세·전세사기 ‘경고등’…막을 방법은?ㅣ#JTBC #뉴딥,깡통전세 와 전세사기 경고등이 켜졌습니다. 부동산 침체기에 들어서면서 매매와 전세가 동반 약세를 보이고 있는데요. 임차인이 전 재산이나 다름없는 전세 보증금을 제때 돌려받지 못할 위험성도 커지고 있습니다. 이런 깡통전세나 전세사기를 조금이라도 막을 수 있는 방법은 없는지 또 어떤 대책들 논의되고 있는지 뉴딥에서 자세히 알려드립니다. 뉴스 뉴딥 깡통전세 전세사기 부동산 빌라 아파트 본방 후 유튜브에서 앵커들과 더 가까이 모바일라이브 시청하기 . 3 뉴스룸 방청객 모집 . . . 뉴스레터 구독하기 . 3 5 유튜브 구독하기 . 2 유튜브 커뮤니티 . 2 뉴스 공식 페이지 홈페이지 . . . . . . ... 페이스북 . . 트위터 . 인스타그램 . . 제보하기 . . . ... 방송사 . .
293,2022-12-22,UChlgI3UHCOnwUGzWzbJ3H5w,전세사기 피해 급증...피해지원센터 3달간 상담 2200여 건 / YTN,앵커 부동산 시장이 침체기에 접어들면서 전세보증금을 돌려받지 못하는 피해자들이 늘어나고 있습니다. 특히 빌라 천여 채를 소유했던 빌라왕 김 모 씨의 사망으로 서울 화곡동과 인천 지역에 피해가 집중됐는데요 지난 9월 개소한 전세피해지원센터에서 진행한 상담만 2천200건이 넘습니다. 현장에 나가 있는 취재기자 연결합니다. 윤성훈 기자 기자 네 서울 화곡동에 있는 전세피해지원센터입니다. 앵커 아무래도 부동산 시장이 얼어붙으면서 전세보증금을 돌려받지 못한 피해자도 많을 것 같은데 피해지원센터 상황은 어떻습니까 기자 오전 10시 30분쯤부터 굳은 표정의 피해자들이 연이어 이곳을 찾아 피해 구제 상담을 받았습니다. 이곳에선 전세보증금을 돌려받지 못한 피해자들을 상대로 대면 또는 전화 상담을 진행하고 있습니다. 빌라왕 으로 불렸던 김 모 씨 소유의 집을 빌려 살다가 보증금 2억여 원을 몇 달째 받지 못한 피해자도 만날 수 있었는데요 이야기 직접 들어보시겠습니다. 전세사기 피해자 경매까지 생각하는 방법을 찾아야겠다고 하다 보니까 사망을 하셨더라고요 갑자기. 황망한 마음으로 어떻게든 해결해 보려고 . 지난 9월 말 개소한 뒤 지금까지 석 달간 이곳에서 이뤄진 상담만 2천2백 건이 넘습니다. 특히 센터가 있는 서울 화곡동은 인천과 함께 전세 사기 피해자들이 대규모로 발생한 지역이기도 합니다. 이른바 빌라왕 사건 여파인데요. 빌라왕 김 씨는 서울 화곡동과 인천 등 수도권에서 빌라와 오피스텔을 천130여 채 갖고 있었습니다. 세금을 62억 원 넘게 내지 않다가 지난 10월 갑자기 숨졌습니다. 세금 체납으로 집이 압류됐는데 집주인이 숨지면서 세입자들은 전세 보증금을 돌려받지 못하는 상황에 놓였습니다. 이런 가운데 최근엔 깡통전세 피해자들도 늘어나고 있습니다. 부동산 호황기에 빌라 매매가격과 전세보증금을 거의 비슷한 수준으로 설정한 갭 투자가 성행했는데요. 최근 부동산 시장이 얼어붙으면서 주택 가격이 떨어지자 전세금을 돌려받지 못하는 피해자들이 늘어난 겁니다. 지난달 전국에서 임차인이 돌려받지 못한 보증금만 천862억 원으로 집계돼 한 달 사이 22 나 급증했습니다. 결국 정부도 지난 9월 피해지원센터를 설치해 법률 자문과 긴급 주거 상담 등을 지원하고 있습니다. 그러나 전세 사기 피해자의 대부분은 20대와 30대 사회 초년생들이고 보증보험에 가입하지 않은 경우도 많아서 우려가 커지고 있습니다. 지금까지 서울 화곡동에 있는 전세피해지원센터에서 윤성훈입니다. 윤성훈 02 . . 당신의 제보가 뉴스가 됩니다 카카오톡 검색해 채널 추가 전화 02 398 8585 메일 . . 기사 원문 . . . 0103 202212... 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
