,작성일,작성자,내용
4251,2023-02-12,nvxyuhvl350,응급구조사 방사선사 임상병리사 보건의료정보관리사 등 13개 단체가 간호법 반대하는 이유 일부 내용 수정 및 추가 . 6
4253,2023-02-12,eye_m_spring,간호사들이 일제 강점기 이전에 있었던 간호법 되돌려달라고 시위하는 것보다 금고 이상의 강력 범죄랑 교통 범죄를 하고도 의사를 하고 싶다고 아등바등하는 게 더 이상함 정신 체릿
4254,2023-02-12,eye_m_spring,간호법 의사면허취소법 패스트트랙으로 본회의 가 보자고 의협 깊은 유감과 분노를 표출한다고 기사 났던데 어쩔어쩔요
4247,2023-02-12,nannana1232,민주당 간호법 등 7개 법안 본회의 직회부 또 법사위 무력화 . . . 2023 02 10 2023021000167. 뉴데일리 부패카르텔 수단 된 불체포특권 일상적 방탄국회로 후진정치 추락 . . . 2023020201030630000001 홍준표 이재명 윤 아닌 문을 원망하라 적폐청산 부메랑 맞는 것 . . 202301101101003286
4256,2023-02-12,qj2worpbdj,야 간호법 등 본회의 직회부 결정에 여 대통령 거부권 행사할 수도 2. 6
4257,2023-02-12,a612347,간호법 국회 본회의 직행 보건의료계 파장 불가피 . 7 7 8
4252,2023-02-12,saram080,국제 지금 이 순간 사회 정치 일상 기사 뉴스 알아야하는 것 기획 간호법 간호사 괴롭힘 태움 해결은 . . . 49516
4246,2023-02-12,nannana1232,더불어민주당 소속 보건복지위원회 위원들이 간호법 제정안 등 7개 법안을 본회의에 직회부하는 결정을 내린 것과 관련 국민의힘이 법사위 무력화 시도 로 규정하고 강력반발했다. . . . 2023 02 10 2023021000167. 8 94 6 88 96 4 3 8 9 20 86 8 86 8 20 3 4 1 4 3 5 7 80 9 84 9 90 9 8 20 9 84 9 90 93 4 9 4 20 0 84 98 8 2 95 20 0 9 0 95 95 88 20 93 1 207 0 9 20 2 95 95 88 9 84 20 3 8 9 8 9 98 97 90 20 7 81 9 8 6 80 95 98 8 94 20 2 0 0 95 9 84 20 82 4 6 0 20 2 83 3 20 4 80 0 8 2 20 5 9 98 9 98 9 4 20 27 2 95 82 9 84 20 4 0 5 99 94 20 8 9 8 84 27 1 9 20 7 9 0 95 95 98 3 0 20 0 95 0 5 0 98 0 9 96 88 8 4
4236,2023-02-12,pinery22,이재명 대표 3차 소환조사 후 오히려 자신감 상승 쟁점법안인 양곡관리법 간호법 제정안 노란봉투법 안전운임제 담긴 운수사업법 공영방송 이사회 구성 등 방송법 등 쟁점법안 국회 본회의 직회부 검토 검찰 정치 영장 청구 는 쇼 규정 증거 없고 구속사유 안돼 . . 20230212171907995 . 22 1624759908922195968 1 . 22 1624759908922195968 1
4234,2023-02-12,sdkfoej,박홍근 직회부 간호법 3월 본회의서 책임있게 처리 2. 7 6
4235,2023-02-12,cerebral_jam00,간호법이 성사되면 응구사든 방사선사든 임병이든 전부 법적인 제도를 요구할 수 있어 본인들의 권리주장을 용이하게 펼칠 수 있을텐데 왜 반대를 하는건지.
4237,2023-02-12,PN144210911,응급구조사 협회 이해가 안가는게 간호법으로 간호사 인건비가 폭증할까 걱정된다고 아니 고용주도 아니면서 인건비 더 드는 걸 니들이 왜 걱정해 이건 병원장이 걱정할 일이잖아. 너희가 왜 설마 이렇게 이야기 해달라고 어디서 돈이라도 받았니 되게 웃기는 놈들이네 . 144210911 1624736013359931392 1
4240,2023-02-12,ehabimy3q,간호법 국회 본회의 직행 보건의료계 파장 불가피 2. 3 9 4
4241,2023-02-12,a1274a578a,박홍근 직회부 간호법 3월 본회의서 책임있게 처리 . 1
4242,2023-02-12,nwhqnixd384,응급구조사 방사선사 임상병리사 보건의료정보관리사 등 13개 단체가 간호법 반대하는 이유 일부 내용 수정 및 추가 2.
4243,2023-02-12,KTX9401,간호사 의사 포함 보건의료직역... 간호법 대립 왜 . . 20230211224020647
4244,2023-02-12,nannana1232,민주당의 법사위 패싱은 이번이 처음이 아니다. 민주당은 첫 사례로 양곡관리법 개정안을 본회의에 부의한 바 있는데 간호법 역시 본회의 직회부 결정을 내리며 법사위 패싱 을 본격화하는 모양새다. . . . 2023 02 10 2023021000167. 3 8 9 9 98 20 2 95 82 9 84 20 8 8 8 1 9 80 20 9 4 2 88 9 4 20 2 98 9 8 9 4 20 95 84 8 88 8 4. 20 3 8 9 9 80 20 2 20 82 1 80 1 9 20 96 91 3 1 4 80 6 2 95 20 0 9 0 95 95 88 9 84 20 3 8 9 8 9 98 97 90 20 6 80 9 98 95 9 20 0 94 20 9 88 8 94 8 0 2 20 0 84 98 8 2 95 20 97 8 9 20 3 8 9 8 9 98 20 7 81 9 8 6 80 20 2 0 0 95 9 84 20 82 4 6 9 0 20 27 2 95 82 9 84 20 8 8 8 1 27 9 84 20 3 8 2 9 99 94 95 98 8 94 20 8 96 91 83 88 8 4. 2 0
4258,2023-02-12,ydrfxgij647,국민의힘 양곡법 이어 간호법 본회의 직회부 날치기 다수 횡포 2. 3
4261,2023-02-12,vjabaicbdr,야 간호법 등 본회의 직회부 결정에 여 대통령 거부권 행사할 수도 . 9
165,2023-02-12,truelover______,전문간호사란 자격이 간호법을 통해 새로 만들어진 것이 아니고 이미 의료법에 있음 애초에 지금도 우리나라에서 전문간호사 업무구분이 정확히 확립되지 않음 업무구분에 대한 점은 문제이긴 하나 이러한 이유로 간호법 제정 자체를 반대한다 간호법의 문제가 아닌데 어떻게든 막으려는게 아닌가
4273,2023-02-12,bottomupatonce,간호법과 바이탈과의 상관관계가 뭔데 갑자기 머리채 끌려나오는.. 간호법 만들어줘라 간호사도 밥 좀 먹게 맨날 기본 9시간넘게 굶고 오줌 한번 못 싸서 방광염 달고살잖아
4272,2023-02-12,bottomupatonce,경림아 씨발 간호법 좀 만들어줘라 독재했으면 독재한 값을 쳐야지 너만 점심먹고 저녁먹으면 좋냐 경림아 아니면 너도 임상에서 구르면서 밥 같이 굶자 경림아 경림아 경림아
4270,2023-02-12,cbuocntb857,간호법 국회 본회의 직행 보건의료계 파장 불가피 . 2
4269,2023-02-12,etehkfva256,응급구조사 방사선사 임상병리사 보건의료정보관리사 등 13개 단체가 간호법 반대하는 이유 일부 내용 수정 및 추가 2. 7
640,2023-02-12,nannana1232,민주당 간호법 등 7개 법안 본회의 직회부 또 법사위 무력화 민주당 9일 간호법 등 7개 쟁점법안 본회의 직회부 의결 국민의힘 70년 헌정사 유례없는 일 국민 심판 받을 것 . . . 2023 02 10 2023021000167. 3 8 9 2 20 0 84 98 8 2 95 20 93 1 8 8 90 20 0 9 9 84 20 2 83 22
4267,2023-02-12,fapuutwi334,야 간호법 등 본회의 직회부 결정에 여 대통령 거부권 행사할 수도 . 91
4266,2023-02-12,jrnsqcmz5f,간호사 의사 포함 보건의료직역...간호법 대립 왜
4265,2023-02-12,iagofigkgo,국민의힘 양곡법 이어 간호법 본회의 직회부 날치기 다수 횡포 . 65
4264,2023-02-12,fadptum05,간호법 국회 본회의 직행 보건의료계 파장 불가피 . 8
4262,2023-02-12,rkatkrorka,간호법 국회 본회의 직행 보건의료계 파장 불가피 2. 7
4226,2023-02-13,reniarbon,지금 간호법 사안에서 백번 양보해서 간호조무사 말고 화낼 건덕지가 대체 어딨다고 이 난리들이지 대체
4225,2023-02-13,uk9qqyhgns,간호법 강행 논란 확산 13개 보건의료단체 총파업도 고려 . 9
4215,2023-02-13,logos640625,간호법 강행 후폭풍 확산 13개 보건의료단체 총파업도 고려 종합 . . . 20230213062151017 제도적 문제가 아닌 시스템 구조의 문제로 접근...
4216,2023-02-13,dtzewgkgo5f,간호법 강행 논란 확산 13개 보건의료단체 총파업도 고려 .
4217,2023-02-13,sk_magic_,보건의료체계 붕괴하고 국민 건강 위협하는 간호법 폐기하라 후생신보 . 1 5 . 5 39
4220,2023-02-13,TVChosunNews,더불어민주당이 간호법 제정안을 국회 본회의에 직회부하자 의사단체를 비롯한 보건의료단체들이 거세게 반발하고 있다. . . 2023 02 13 2023021390135.
4219,2023-02-13,Ykk_koo,간호법 강행 논란 커져 의협 등 13개 보건의료단체 총파업 고려
4221,2023-02-13,bus7488,간호법 강행 논란 확산 13개 보건의료단체 총파업도 고려 . 8
4223,2023-02-13,relative17,간호법 강행 논란 확산 13개 보건의료단체 총파업도 고려 2. 6 8
4224,2023-02-13,bottomupatonce,경리미쉑 지만 때맞춰 또 점심 냠냠 먹고 간호법은 안만들어주고
4227,2023-02-13,saalmanhaji,간호법이 국민건강을 위협 의료법을 의료인도 아닌 간호조무사를 간호조무사로 대체할 수 있게 슬쩍 끼워 넣은 의사집단이 할 소리가 아닌데
4218,2023-02-13,kmasns,지난 9일 국회에서 민주당 주도로 간호법 의료인 면허취소 확대법안 등을 패스트트랙으로 강행처리한 이후에 대한의사협회를 비롯한 보건복지의료연대는 국회 릴레이 1인 시위 및 집회 등 연대행동을 지속하며 대응 수위를 높이고 있습니다. 13일에는 이정근 의협 상근부회장이 시위를 벌였습니다. . 1625057132453445632 1 . 1625057132453445632 1
4228,2023-02-13,jaeny3838,메디팜헬스뉴스 화보 보건복지의료연 간호법 강행처리 규탄 및 총력투쟁 선포 . . . . 88767
4232,2023-02-13,kimdogpig,간호법은 또 뭐지 하고 검색해 보려다가 알빠노... 이러면서 끔
4230,2023-02-13,imouttaluv_,외과의사회 간호사 숫자만을 늘려낸 문재인정권의 실패를 인정하기는 커녕 의료계 모든 타 직역의 희생을 제물삼아 오직 간호사만을 위한 악법을 만들고있다 무책임한 정치인들이 의사와 간호사를 갈라놓더니 간호법이라는 미명아래 환자와 의사를 갈라놓고 있다 . 0 9 . 1624959083941097473 1
4231,2023-02-13,imouttaluv_,지난해 5월 복지위를 통과한 뒤 법사위 문턱을 넘지 못하던 간호단독법 민주당 단독으로 국회 본회의로 넘겨 의료계 발칵 간호사협회 빼고 모두 반대하던 법 민주당은 대한민국 의료의 파멸을 원하는가 코로나 사태 때 편가르기 이번엔 간호법 앞세워 타 직역 희생 간호사법 반대 . 1624959065280626689 1 . 1624959065280626689 1 . 1624959065280626689 1
4233,2023-02-13,uktiihsd,간호법 의사면허취소법 등 본회의 직회부된 7개 법안 대통령 거부권 행사 명분 충분하다
639,2023-02-13,rozeus_official,국회 보건복지위원회가 9일 간호사 업무범위 처우개선 등을 담은 간호법을 법제사법위원회를 거치지 않고 본회의에 바로 부치기로 했습니다. 로제우스로 놀러오세요 . 3 국회 간호법 의사면허취소법 보건복지부 직행 . 1624966599433134081 1 . 1624966599433134081 1 . 1624966599433134081 1 . 1624966599433134081 1
638,2023-02-13,saalmanhaji,민주당 박홍근이나 이수진. 참 기가 막히지만 뒷걸음치다 뭐 잡는 형국이다. 의석수와 당정치의 딜레마 속 어부지리격으로 숙원이던 간호법 통과를 기대한다. 간호법. 그 내용 신경림 등이 얼마나 잘 했을지 우려가 된다만 그래도 함 믿어보마.
637,2023-02-13,dsk160901,간호법 반대하는 의료단체들 26일 총궐기대회 파업도 불사 . . 3 2 간호법 제정안 국회 본회의 직행하자 여야 합의대로 법사위서 심의해야 의협 정부 의료현안협의체도 차질
636,2023-02-13,kmasns,대한의사협회 등 400만 회원이 소속된 보건복지의료연대는 13일 국회 앞에서 간호법 강행처리 규탄 집회를 갖고 간호법 저지를 위한 총력투쟁 선포문을 발표했습니다. 이들 단체들은 최악을 경우 파업도 불사하겠다고 선언했습니다. . 1625056294024650754 1 . 1625056294024650754 1 . 1625056294024650754 1 . 1625056294024650754 1
4229,2023-02-13,imouttaluv_,외과의사회 간호사 숫자만을 늘려낸 문재인정권의 실패를 인정하기는 커녕 의료계 모든 타 직역의 희생을 제물삼아 오직 간호사만을 위한 악법을 만들고있다 무책임한 정치인들이 의사와 간호사를 갈라놓더니 간호법 이라는 미명아래 환자와 의사를 갈라놓고 있다 . 0 9 . 1624959933568647168 1
4203,2023-02-14,turtle0422,간호법 국회 본회의 직행에... 의협 10만명 총궐기 . . 2023 02 13 3
4202,2023-02-14,kimls01,동서남북 다수 영합 습관 못 버린 민주당 간호법 양곡법 직회부 간호사 40만 의사 13만 농업 가구 절반이 벼농사 하위 80 에겐 지원금 주자 . . 2023 02 14 7 45 52 4
4201,2023-02-14,lazarusjyoung,그럼 의사 더 뽑으라고. 의대 설립 정원 증원 하고. 결국 종합병원서는 간호사한테 맡기면서. 이것도 싫고 저것도 싫고 무조건 소수가 되어 금밥그릇 만들어야 하고. 걍 의사 다 공무원 만들어 버려야 정신차리지 간호법 저지 13개 보건의료단체 총파업도 고려 . . 20230214095514601
4200,2023-02-14,uswevbzes,간호법 강행 논란 확산 13개 보건의료단체 총파업도 고려 2. 841
4199,2023-02-14,nrkang2004,의사뿐 아니라 간호사들도 면허취소법의 대상이 될텐데 정작 간호사 처우개선과는 무관한 간호법에 올인하느라 자신들 면허를 옧죄는 악법에는 신경쓰지않는 웃픈 현실.. 사실 의사들도 도긴개긴
4196,2023-02-14,seelso1,빨민주는현정부초기 전정권과비교하는것에 게거품물고발광했지만 현재빨민주하는짓거리가 빨정권때와1도달라진것이없으니 그럴수밖에없는현실. 간호법 양곡법 직회부 간호사40만 의사13만 농업가구절반이벼농사 하위80 에겐 지원금주자 다수 영합 습관 못 버린 민주당 . . 2023 02 14 7 45 52 4
4194,2023-02-14,jchs07,사회 의료연대 파업불사 간호법 갈등 격화 뒷짐진 복지부 민중이 깨어나야 나라가 바로 선다 다음카페 . . 4 19863
4195,2023-02-14,News1Kr,간호법 후폭풍 의협 정부와 의료현안 협의 잠정 중단 종합 뉴스1 . 1. 4952023
4197,2023-02-14,Youjeen_Public,. . . 079 0003737233 102 간호법 직회부 후폭풍 의협 등 13단체 연대 총파업 고려 드디어 걸어다니는 지지율 획득수단이 왔네... 타겟잡아서 사촌까지 턴 다음에 포토라인 망신주면 지지율 3퍼 상승 가능. 어자피 나경원도 안철수도 종북좌파가 되는 세상인데 뭐 어때.
4204,2023-02-14,cfx1512,간호법 의사면허취소법 등 3월 본회의서 본회의 부의 가결될 듯
4198,2023-02-14,saalmanhaji,간호법 살펴 보았더니 진짜 중요한 건 다 양보하고 그 중 간호사 1인당 환자수 정도 드가 있는데 이것 또한 상급병원과 그 이하 병원의 차등제도가 어떠한지도 불분명하고 이미 시행되고 있는 제도. 그런데 의협은 이것조차 앞으로 개정의 단초가 된다는 우려로 결사반대. 아주 꼼꼼하구먼.
4192,2023-02-14,qxabwkrn440,보건복지의료연대 26일 간호법 제정 저지를 위한 총궐기대회 예고 1인 시위는 계속
4205,2023-02-14,fsdkvnkc,간호법 강행 논란 확산 13개 보건의료단체 총파업도 고려 . 5 5
4193,2023-02-14,yyxbs653,간무협 간호법 직회부 주도 의원실 앞서 1인 시위 돌입
4207,2023-02-14,uxldnbtqu,간호법 강행 논란 확산 13개 보건의료단체 총파업도 고려 2.
164,2023-02-14,rapportianews,간호법 둘러싼 갈등 최고조...이렇게 논란이 될 법 인가 간호법 대안 을 보면 이렇게까지 격렬한 찬반 논쟁을 부를 법인가 싶다. 기존 의료법이나 보건의료인력지원법서 규정하고 있는 내용을 떼어내 갖다 붙여서 굳이 간호법 으로 제정할 필요가 있을까 싶을 정도다. . . . 157522 . 1625307603428573185 1
635,2023-02-14,kmasns,오는 26일 400만 보건복지의료연대가 여의대로에서 간호법 제정 저지 총궐기대회 개최를 예고한 가운데 14일에는 간호법 제정 반대를 위한 국회 앞 릴레이 1인시위에 대한병원협회 정책국 최명희 팀장이 참여했습니다. . 1625417249644507136 1 . 1625417249644507136 1
