,작성일,작성자,내용
5310,2014-08-28,daumnews_mchi,기획 스토킹서 살인까지.. 데이트 폭력 느는데 처벌은 솜방망이 사랑도 어긋나면 죄가 되는 시대다. 전화도 받지 않는 연인을 몇 달간 쫓아다녀 결혼했다는 식의 연애담은 더 이상 영웅담이 되지... . 39
5308,2014-08-28,TheKukminDaily,널 죽이고 집에 불을 지르겠다 스토킹서 살인까지 데이트 폭력은 계속 늘고 있는데 처벌은 솜방망이 수준입니다. . . . . 0922774071 11131100 . 504870714449465344 1
5309,2014-08-28,BettysNow27,기획 스토킹서 살인까지.. 데이트 폭력 느는데 처벌은 솜방망이 미디어다음 . 7 6
5311,2014-08-28,mediadaum,기획 스토킹서 살인까지.. 데이트 폭력 느는데 처벌은 솜방망이 . 7 6
5306,2014-08-29,Dori_MsD,궁금한이야기 보는데 와 소름... 우리나라 스토킹 처벌이 고작 벌금 8만원이랰 미쳤나봨
5307,2014-08-29,_JIN12,그러니까 스토킹 범죄를 경범죄로 처벌 하면 안된다니까 그리고 개나소나 심신미약이래 장난하나 그렇게 따지면 어익후야 나는 아주 그냥 유리심장이라서 사회생활이 어려우니까 막 사람돈뺏고 해도 정상참작 되겠네요 그렇네요
1184,2014-08-29,MUG_CAN,궁금한 이야기 스토커 이야기가 너무나도 무섭고 소름끼친다 더 충격인건 스토킹에 대한 처벌에 관한 건데 미국은 2년 3년 처벌이 기본인 것에 비해 우리나라는 고작 8만원 벌금형이 전부. 8만원
1183,2014-09-01,kazzo2020,미국에선 스토킹이 징역 2 4년 정도로 처벌함에 비해 한국은 범칙금 8만원. 한 개인이 당하는 고통에 비해 너무 가볍다. 처벌도 처벌이지만 피해자 보호를 위해 반드시 격리가 필요하다.
5305,2014-09-01,chikai_leo,진짜 우리나라 법은 쓰레기다 차라리 만들지를 마 스토킹을 해서 죽을때까지 처벌이라곤 팔만원 장난도 그런 장난이 없다 시발 정당방위도 없고 일 터지지 않는 이상 보호라곤 개코도 없는데 법은 무슨
5304,2014-09-02,PFC_Chung,다만 스토킹 자체로는 처벌이 약하고 다른거도 겹쳐서 적용해야함.
5303,2014-09-04,oiseaubleu75,75 무슨 의도와 목적으로 이랬는지 진상조사해야겠으나 불법수단 동원해 통장비번 포함한 남의 가족 개인정보수집해 말장난에 섞어 무차별 유포하고 집단가혹행위와 몰카스토킹 성범죄 저지른 일당은 제 정신 아닙니다 진상규명 책임자처벌
5302,2014-09-06,oiseaubleu75,세월호 사건처럼 2009년 쯤부터 일어난 프랑스 유학생 스토킹 집단가혹행위 성희롱 명예훼손 개인정보불법수집유포 사건은 진정한 범인부터 과정 사후처리 모도 미심쩍은 게 많은 점에서 피해자 입장에서 진상조사 및 책임자처벌 재발방지가 강력히 필요합니다
1182,2014-09-11,oiseaubleu75,세월호 유가족안대로 진상조사와 책임자처벌 요구합니다. 또한 프랑스 유학생 스토킹 집단폭력도 피해자가 원하는대로 진상조사와 책임자처벌을 바랍니다. 모두 재발방지를 위해서 필요합니다.
5301,2014-09-13,Hammering7,리 동생같아서 배려 나는 태어나서 첨으로 입이 찢어지고 윗 입술에 물집이 생기는 스트레스를 경험했는데 신고해도 처벌은 8만원짜리 스토킹밖에 안 된다더라.
5300,2014-09-17,bong8242co,혹시 방송사에서 인터뷰 요청 안와요 저번에 어떤 시사프로 봤는데 스토킹에 대한 처벌이 너무 터무니 없다고 바보마녀 모자이크 처리하고 인터뷰 나올 줄 알았는데 안 나오데여
5299,2014-09-18,ieedyoul1,장난도아니고 거머리새끼 처럼 스토킹을 하고 있습니다 죽어도실키 때문에 사생결단 으로 마음을 가져서 이놈에새끼하고 대처를 할것입니다 먼저는 않합니다 먼저하면 법이 무거워지고 법이 가중처벌에 들어가기 때문에 사생결단 을해도 먼저먼저 하면그래서먼저
5298,2014-09-19,oiseaubleu75,2009년 전후해 프랑스 유학중이던 일반인 여성을 표적삼아 온갖 불법신상털이와 기본권침해 집단가혹행위와 성희롱 명예훼손 및 음해 등을 일삼으며 일방적인 스토킹과 인권침해를 저지른 자들은 진상조사와 책임자 처벌에 응하세요.
5297,2014-09-28,oiseaubleu75,2009년 프랑스 유학생 스토킹 집단가혹행위 집단성희롱 등 갖은 악행의 진상규명과 책임자 처벌을 요구합니다.
5296,2014-09-30,oiseaubleu75,희한한 스토킹 무고 집단가혹행위 몰카 성희롱 사기기망강박 기타 타여성에 대한 성범죄나 성일탈 등을 저질러놓고 적반하장으로 구는 2009년 프랑스 유학생 표적 기획조직범죄 저지른 자들에 대한 성역없는 수사와 책임자 처벌을 요구합니다.
5294,2014-10-03,hoodman55,페이스북 실명 강제 정책 폐기 페이스북 가명 사용을 일부 허용하기로. 실명 사용으로 인한 차별 스토킹 처벌 등 폐해 인정 . . . . 201410031534491 930100
5295,2014-10-03,oiseaubleu75,2009년 프랑스 유학생 스토킹 몰카 무고 명예훼손 집단가혹행위 집단성희롱 기망사기강박위계강요 근거없는 부당한 기본권침해 등 갖은 악질을 저지르거나 방조한 미친 쓰레기들에 대한 엄정한 수사와 책임자 처벌을 반드시 해야 합니다.
5293,2014-10-05,oiseaubleu75,75 5년 넘게 일방적인 이유로 날마다 집단적이고 조직적인 스토킹과 학대와 성희롱과 모욕 등에 시달린 피해여성은 범인들과 합의할 생각이 없으며 진상규명과 책임자 처벌을 강하게 요구함. 관철될 때까지 어떤 식으로로도 대응해 나가겠음.
5292,2014-10-05,oiseaubleu75,2009년 프랑스 유학생 무고 스토킹 집단가혹행위 집단성희롱 사기 사건에 대한 성역없는 수사와 책임자 처벌을 요구합니다. 피해여성이 남성들의 잇다른 악행과 방종에 자꾸 피해 입고 책임전가를 당하고 있습니다. 양심있는 여성들의 고발을 바랍니다.
5290,2014-10-07,oiseaubleu75,2009년 프랑스 유학생 스토킹 음해 집단가혹행위 도촬 도청 집단성희롱 등 조직범죄에 대한 피해여성의 알권리 보장하고 공정한 수사와 책임자처벌을 요구합니다 모든 걸 투명하게 밝히세요 숨어서 갖은 불법과 음해 공작과 책임전가 말고
5291,2014-10-07,oiseaubleu75,2009년 프랑스 유학생 스토킹 기망사기강박위계강요 집단가혹행위 도촬 집단성희롱 부당한 프라이버시 및 기본권침해 등 여러 범죄에 대한 성역없는 진상규명과 책임자처벌을 요구합니다.
5288,2014-10-08,oiseaubleu75,75 5년 넘는 사생활침해와 기본권침해 및 스토킹 몰카 집단가혹행위 집단성희롱에 대한 진상규명과 책임자처벌을 요구합니다. 일방적인 판단과 감정으로 사람 표적삼아 중상모략 하지 마세요.
5289,2014-10-08,oiseaubleu75,2009년 프랑스 유학생 스토킹 신상털어 음해하기 집단가혹행위 집단성희롱 장기간 부당한 기본권침해 등 기획범죄 저지른 범인들과 범행들에 대한 성역없는 진상규명과 책임자처벌을 요구합니다.애초에 의도 목적이 부정한 조직범죄입니다.피해여성의 알권리가 우선
5287,2014-10-09,oiseaubleu75,일방적인 악감정과 편견으로 2009년 즈음부터 프랑스에 늦깎이 유학중이던 여성에게 스토킹과 집단가혹행위와 집단성희롱 무차별신상털기 등 갖은 악질 기획범죄 저지른 범인들과 범행 일체에 대한 진상규명과 책임자 처벌을 요구합니다.
5286,2014-10-10,oiseaubleu75,2009년 프랑스 유학생 스토킹 무고 도촬 음해 집단가혹행위 집단성희롱 모욕 명예훼손 기망소기강박위계강요 기타 부당한 기본권침해를 저지른 범인들에 대한 성역없는 수사와 책임자처벌을 요구합니다. 자수하여 정신감정 받으세요
5285,2014-10-11,oiseaubleu75,2007 9년 즈음 프랑스 유학생에 대해 스토킹 무고 개인정보수집유포 도촬 미행 집단가혹행위 집단성희롱 기망사기강박위계강요 기본권침해 등 갖은 악질을 부린 범인과 범행에 대해 성역없는 수사와 책임자 처벌을 요구합니다.
5284,2014-10-11,capemars,사실관계를 뒤집어서 오히려 저를 스토킹범으로 몰고 헛소문에 시달려 이에 강하게 항의를 하였더니 오히려 저를 협박범으로 고소하여 형사처벌 했던 학과 여교수의 횡포 그리고 이를 빙자하여 이 여교수와 함께 저를 병신만들었던 학과의 가해교수들의 횡포
5283,2014-10-12,oiseaubleu75,2009년 프랑스 유학생 스토킹 개인정보수집유포 집단성희롱 무고 모욕 명예훼손 기망사기강박위계강요 집단가혹행위 심리고문 기본권침해 등 갖은 악질 기획범죄의 진상규명과 책임자 처벌을 요구합니다.
5282,2014-10-13,oiseaubleu75,2009년 전후해서 프랑스 유학중이던 여성을 일방적인 이유로 표적삼아 스토킹 중상모략 왕따 가혹행위 도촬 성희롱 개인정보수집유포 사생활침해 명예훼손 등 온갖 악질을 부린 기획범죄에 대한 진상규명과 가해자 책임자 처벌을 요구합니다. 도대체 무슨 짓이죠
5281,2014-10-14,oiseaubleu75,2009년 전후해서 프랑스 유학중이던 여성을 스토킹 개인정보수집유포 도청돗좔유포 집단가혹행위 집단성희롱 무고 명예훼손 등 기획범죄의 대상으로 전락시킨 범인들에 대한 성역없는 수사와 책임자 처벌을 반드시 해야 합니다.
5280,2014-10-16,lawservicer171,사이버스토킹이라고 취급하는 기준이 뭔가요 그리고 받게할수있는 처벌은 어떤게 있을까요 반복적으로 괴롭히고 인터넷상에서 따라다니는 행위라네요. 1년 이하의 징역 또는 1천만원 미만의 벌금 . 97 3 2
5278,2014-10-17,oiseaubleu75,2009년 전후해 프랑스 유학중이던 여성을 일방적인 이유와 주장으로 스토킹 신상털이 중상모략 왕따 기망사기강박위계강요 집단가혹행위 몰카 집단성희롱 성범죄2차피해 기본권침해 권리행사방해 무고 명예훼손 등 악질 가해한 미친 자들을 성역없이 수사 처벌
5279,2014-10-17,oiseaubleu75,2009년 전후해 일방적인 이유로 타인의 개인정보와 사생활을 수집유포해 악질 집단폭력 성폭력 기본권침해한 일에 대한 성역없는 진상규명과 책임자 처벌을 요구합니다. 그리고 아직도 스토킹 중이라면 중단하십시오.
5277,2014-10-18,oiseaubleu75,2009년 전후해서 프랑스 유학중인 여성에 대해 스토킹 도청도촬 무고 모욕 명예훼손 집단가혹행위 학대 집단성희롱 개인정보수집유포 해킹 기망사기강박위계에 의한 강요 등 온갖 악질 조직범죄 저지른 자들에 대한 성역없는 진상조사와 책임자 처벌을 요구합니다
5276,2014-10-19,oiseaubleu75,2009년 전후해 유학중인 여성을 표적삼아 스토킹 무고 개인정보수집유포 명예훼손 집단가혹행위 잠 성 심리고문 학대 집단성희롱 기망사기강박위계에 의한 강요 헌법에 위배되는 기본권침해 등 온갖 악질 조직범죄를 기획한 범인을 반드시 처벌 바랍니다.
5275,2014-10-20,oiseaubleu75,2009년 프랑스 유학생 스토킹 기망사기강박위계에 의한 강요 모욕 명예훼손 집단가혹행위 도청도촬미행감시 집단성희롱 임의적이고 장기적인 사생활 및 기본권침해 범인들에 대한 성역없는 수사와 책임자처벌을 요구합니다.
5273,2014-10-21,oiseaubleu75,2009년 전후해서 프랑스 유학중인 여성을 표적삼아 개인정보수집유출 기망사기강박 음해 집단가혹행위 도촬 스토킹 집단성범죄 부당하고 장기적인 사생활과 기본권침해 등 희대의 기획범죄 꾸민 자에 대한 성역없는 진상조사와 책임자 처벌을 반드시 해야 합니다.
5274,2014-10-21,damdeng,사생들은 그냥 좋아서 하는거겠지만 이건 팬심을 악용한 스토킹밖에 안되는거임 이건 명백한 범죄행위고 처벌 받아 마땅한거지만 우리오빠들이 착하니까 진짜 아직까지 믿으니까 가만있는건데 그만 설치길..
5272,2014-10-23,rlawocl,21 헤어지자고 했는데 거부하고 자꾸 데이트를 요구한다고 스토킹으로 처벌 먹이면 개꿀
5271,2014-10-24,oiseaubleu75,2009년 전후해서 프랑스 유학중인 여성에게 일방적인 감정과 이유로 스토킹 개인정보수집유출 중상모략 기망사기강박위계에 의한 강요 집단가혹행위 몰카 집단성희롱 성범죄2차피해 모욕 명예훼손 기본권침해 등 저지른 범인에 대한 진상조사 책임자처벌을 요구합니다
5269,2014-10-26,gyeong_mybot,남을 감시하는건 좋지 않답니다. 레이씨. 화장실까지 달아놓지는 않았겠죠 스토킹은 형사처벌도 가능해요.
5270,2014-10-26,oiseaubleu75,2009년 전후해 프랑스 유학중이던 여성에게 일방적으로 스토킹 기망사기강박위계강요 무고 명예훼손 집단가혹행위 집단성폭력 개인정보유출 몰카 기본권침해 등 온갖 악질을 저지른 자들에 대한 진상조사와 책임자 처벌을 요구합니다. 정신병원 가세요.관음증 가학증
5268,2014-10-28,oiseaubleu75,2009년 전후해 프랑스 유학중이던 여성에 대한 스토킹을 비롯한 조직범죄의 전모가 밝혀지지 않고 있습니다. 가해자들과 범행 일체에 대한 성역없는 진상규명과 책임자 처벌을 요구합니다.
5267,2014-11-04,kimjh_dress,모든사람들은 각각의 달란트가 있다 판단력이 아직 미성숙한 사람들이 티비에 나오는 연예인을 보고 모방하지 말길 바랄뿐이다. 예로 성희롱을한다거나 스토킹을 한다거나 군대가기 싫어 자해한다거나 유언비어를 퍼트리거나 처벌을 받지않았으니 모방가능성이 높다.
5266,2014-11-07,oiseaubleu75,2009년 전후해 프랑스 유학중이던 일반인 여성을 스토킹 무고 도촬 미행 해킹 집단사기 집단성희롱 등 음해한 범인들의 범행동기와 범행일체에 대한 진상조사와 책임자처벌을 요구합니다.
